id,name,doi,paragraph,synonyms,language,authors
551,scikit-learn,10.1371/journal.pone.0236962,"Using the python scikit-learn library v0.20.2, we trained Random Forest [28] and Logistic Regression [29] machine learning algorithms on the VarTrain missense variants, which includes 10,070 deleterious variants as the positive set and 10,070 benign variants as the negative set","Scikit-learn (Machine,scikit-learn python library,Scikit_learn,scikit-learn2,Scikit-learn Package,scikit-learn Python package for,Scikit-learn library,scikit_learn,scikit-learn Developers,scikit-Learn,scikit-learn Python package,Scikit-Learn Python,Scikit-learn (Pedregosa,Scikit-Learn®,SCikit-learn,scikit-learn API,sciki-learn,scikit-learn8,scikit -learn,Scikit–Learn,scikit-learn R package,Scikit-learn Toolbox,scikit-learn CART,scikitslearn,Scitkit-Learn,Scikit-learn Python,Scikit–learn,Scikit-Learn24,SciKitLearn,scikit-learn Python Library,scikit.learn,scikit-learn Python package2223,SciKit learn,Python scikit-learn,Scikit‐Learn,scikit-learn,Scikit-learn31,Scikit-learn0,Scikits-learn,Scikit-Learn.FastICA,scikit-learn: machine learning in python,Scikit-learn Library,scikit-lear,Sciket-Learn,Scikit-learn,Python scikit-learn library,SciKit-Learn,scikit - learn,Python library scikit-learn,Sciket-learn,scikit-learn Python library package,Scikit-Learn/manifold,Scikit learn,Scikt-learn,Scikit Learn5,Scikit‐learn,scikit-learn Python,Scikit-learnv,scikitlearn,scikit‐learn,scikit-learning,Python scikit-learn package,2scikit-learn,scikit-learn package,Scikit-learn”,scikit-learn81,Scikit-learn Pedregosa,SCiKit-learn,scikit-learn Python library,Scikit-Learn Library,Scikit-lean,Scikit-Learn,scikit-learn estimator,scikit-learn Pedregosa,sci-kit-learn,Scikit-Scikit-learn,SciKit Learn,Scikit-learn python,SciKit-Learn library,scikit-learn10,scikit-learn-contrib,Python scikit-learn gridsearchCV,Scikit Learn,Scikit-learn package,scikit-learn library,scikit-learn22,scikit-multilearn,Scikit-Iearn,Scikits-Learn,scikit-learn library for Python,Scikit-learn29,Sci-kit-learn,Scilit-learn,scikit-learn (Pedregosa,ScikitLearn,scikits-learn,Scikit-Learn Package,scikit-learn33,scikit-Iearn,scikit-learn python,Sckit-learn,Scikit-Learn library,scitkit-learn,Scikit-learn toolbox,Python package scikit-learn,Scikit-learns,Scikit-Learn PCA,scikit-learn python package,Scikit-learn:,scikit-learn48,scikit-learn (sklearn),scikit-learn: machine learning in Python,scikit learn,SciKit-learn,Scitkit-learn,Scikit-Learn package,Scikitlearn,Scikit-learning,Scikit-Learn.PCA,sckit-learn",Python,"Kirsley Chennen,Thomas Weber,Xavière Lornage,Arnaud Kress,Johann Böhm,Julie Thompson,Jocelyn Laporte,Olivier Poch"
552,scikit-learn,10.3389/fgene.2019.01292,"Text-mining and SVM computing were processed using the python scikit-learn library (Pedregosa et al., 2011)","Scikit-learn (Machine,scikit-learn python library,Scikit_learn,scikit-learn2,Scikit-learn Package,scikit-learn Python package for,Scikit-learn library,scikit_learn,scikit-learn Developers,scikit-Learn,scikit-learn Python package,Scikit-Learn Python,Scikit-learn (Pedregosa,Scikit-Learn®,SCikit-learn,scikit-learn API,sciki-learn,scikit-learn8,scikit -learn,Scikit–Learn,scikit-learn R package,Scikit-learn Toolbox,scikit-learn CART,scikitslearn,Scitkit-Learn,Scikit-learn Python,Scikit–learn,Scikit-Learn24,SciKitLearn,scikit-learn Python Library,scikit.learn,scikit-learn Python package2223,SciKit learn,Python scikit-learn,Scikit‐Learn,scikit-learn,Scikit-learn31,Scikit-learn0,Scikits-learn,Scikit-Learn.FastICA,scikit-learn: machine learning in python,Scikit-learn Library,scikit-lear,Sciket-Learn,Scikit-learn,Python scikit-learn library,SciKit-Learn,scikit - learn,Python library scikit-learn,Sciket-learn,scikit-learn Python library package,Scikit-Learn/manifold,Scikit learn,Scikt-learn,Scikit Learn5,Scikit‐learn,scikit-learn Python,Scikit-learnv,scikitlearn,scikit‐learn,scikit-learning,Python scikit-learn package,2scikit-learn,scikit-learn package,Scikit-learn”,scikit-learn81,Scikit-learn Pedregosa,SCiKit-learn,scikit-learn Python library,Scikit-Learn Library,Scikit-lean,Scikit-Learn,scikit-learn estimator,scikit-learn Pedregosa,sci-kit-learn,Scikit-Scikit-learn,SciKit Learn,Scikit-learn python,SciKit-Learn library,scikit-learn10,scikit-learn-contrib,Python scikit-learn gridsearchCV,Scikit Learn,Scikit-learn package,scikit-learn library,scikit-learn22,scikit-multilearn,Scikit-Iearn,Scikits-Learn,scikit-learn library for Python,Scikit-learn29,Sci-kit-learn,Scilit-learn,scikit-learn (Pedregosa,ScikitLearn,scikits-learn,Scikit-Learn Package,scikit-learn33,scikit-Iearn,scikit-learn python,Sckit-learn,Scikit-Learn library,scitkit-learn,Scikit-learn toolbox,Python package scikit-learn,Scikit-learns,Scikit-Learn PCA,scikit-learn python package,Scikit-learn:,scikit-learn48,scikit-learn (sklearn),scikit-learn: machine learning in Python,scikit learn,SciKit-learn,Scitkit-learn,Scikit-Learn package,Scikitlearn,Scikit-learning,Scikit-Learn.PCA,sckit-learn",Python,"Floris Chabrun,Noémie Huetz,Xavier Dieu,Guillaume Rousseau,Guillaume Bouzillé,Juan Manuel Chao de la Barca,Vincent Procaccio,Guy Lenaers,Odile Blanchet,Guillaume Legendre,Delphine Mirebeau‐Prunier,Marc Cuggia,Philippe Guardiola,Pascal Reynier,Géraldine Gascoin"
553,scikit-learn,10.3389/fgene.2021.648329,"The optimal number of clusters was determined based on two metrics: Silhouette index (Rousseeuw, 1987) and Calinski–Harabasz index (Calinski and Harabasz, 1974), using scikit-learn package (Pedregosa et al., 2011).","Scikit-learn (Machine,scikit-learn python library,Scikit_learn,scikit-learn2,Scikit-learn Package,scikit-learn Python package for,Scikit-learn library,scikit_learn,scikit-learn Developers,scikit-Learn,scikit-learn Python package,Scikit-Learn Python,Scikit-learn (Pedregosa,Scikit-Learn®,SCikit-learn,scikit-learn API,sciki-learn,scikit-learn8,scikit -learn,Scikit–Learn,scikit-learn R package,Scikit-learn Toolbox,scikit-learn CART,scikitslearn,Scitkit-Learn,Scikit-learn Python,Scikit–learn,Scikit-Learn24,SciKitLearn,scikit-learn Python Library,scikit.learn,scikit-learn Python package2223,SciKit learn,Python scikit-learn,Scikit‐Learn,scikit-learn,Scikit-learn31,Scikit-learn0,Scikits-learn,Scikit-Learn.FastICA,scikit-learn: machine learning in python,Scikit-learn Library,scikit-lear,Sciket-Learn,Scikit-learn,Python scikit-learn library,SciKit-Learn,scikit - learn,Python library scikit-learn,Sciket-learn,scikit-learn Python library package,Scikit-Learn/manifold,Scikit learn,Scikt-learn,Scikit Learn5,Scikit‐learn,scikit-learn Python,Scikit-learnv,scikitlearn,scikit‐learn,scikit-learning,Python scikit-learn package,2scikit-learn,scikit-learn package,Scikit-learn”,scikit-learn81,Scikit-learn Pedregosa,SCiKit-learn,scikit-learn Python library,Scikit-Learn Library,Scikit-lean,Scikit-Learn,scikit-learn estimator,scikit-learn Pedregosa,sci-kit-learn,Scikit-Scikit-learn,SciKit Learn,Scikit-learn python,SciKit-Learn library,scikit-learn10,scikit-learn-contrib,Python scikit-learn gridsearchCV,Scikit Learn,Scikit-learn package,scikit-learn library,scikit-learn22,scikit-multilearn,Scikit-Iearn,Scikits-Learn,scikit-learn library for Python,Scikit-learn29,Sci-kit-learn,Scilit-learn,scikit-learn (Pedregosa,ScikitLearn,scikits-learn,Scikit-Learn Package,scikit-learn33,scikit-Iearn,scikit-learn python,Sckit-learn,Scikit-Learn library,scitkit-learn,Scikit-learn toolbox,Python package scikit-learn,Scikit-learns,Scikit-Learn PCA,scikit-learn python package,Scikit-learn:,scikit-learn48,scikit-learn (sklearn),scikit-learn: machine learning in Python,scikit learn,SciKit-learn,Scitkit-learn,Scikit-Learn package,Scikitlearn,Scikit-learning,Scikit-Learn.PCA,sckit-learn",,"Wanchen Ning,Aneesha Acharya,Zhengyang Sun,Anthony Chukwunonso Ogbuehi,Cong Li,Shiting Hua,Q. Ou,Muhui Zeng,Xiangqiong Liu,Yupei Deng,Rainer Haak,Dirk Ziebolz,Gerhard Schmalz,George Pelekos,Yang Wang,Xianda Hu"
554,scikit-learn,10.3390/jpm11080748,"All machine learning algorithms were implemented using scikit-learn package, version 0.24.1 in Python 3.8.5","Scikit-learn (Machine,scikit-learn python library,Scikit_learn,scikit-learn2,Scikit-learn Package,scikit-learn Python package for,Scikit-learn library,scikit_learn,scikit-learn Developers,scikit-Learn,scikit-learn Python package,Scikit-Learn Python,Scikit-learn (Pedregosa,Scikit-Learn®,SCikit-learn,scikit-learn API,sciki-learn,scikit-learn8,scikit -learn,Scikit–Learn,scikit-learn R package,Scikit-learn Toolbox,scikit-learn CART,scikitslearn,Scitkit-Learn,Scikit-learn Python,Scikit–learn,Scikit-Learn24,SciKitLearn,scikit-learn Python Library,scikit.learn,scikit-learn Python package2223,SciKit learn,Python scikit-learn,Scikit‐Learn,scikit-learn,Scikit-learn31,Scikit-learn0,Scikits-learn,Scikit-Learn.FastICA,scikit-learn: machine learning in python,Scikit-learn Library,scikit-lear,Sciket-Learn,Scikit-learn,Python scikit-learn library,SciKit-Learn,scikit - learn,Python library scikit-learn,Sciket-learn,scikit-learn Python library package,Scikit-Learn/manifold,Scikit learn,Scikt-learn,Scikit Learn5,Scikit‐learn,scikit-learn Python,Scikit-learnv,scikitlearn,scikit‐learn,scikit-learning,Python scikit-learn package,2scikit-learn,scikit-learn package,Scikit-learn”,scikit-learn81,Scikit-learn Pedregosa,SCiKit-learn,scikit-learn Python library,Scikit-Learn Library,Scikit-lean,Scikit-Learn,scikit-learn estimator,scikit-learn Pedregosa,sci-kit-learn,Scikit-Scikit-learn,SciKit Learn,Scikit-learn python,SciKit-Learn library,scikit-learn10,scikit-learn-contrib,Python scikit-learn gridsearchCV,Scikit Learn,Scikit-learn package,scikit-learn library,scikit-learn22,scikit-multilearn,Scikit-Iearn,Scikits-Learn,scikit-learn library for Python,Scikit-learn29,Sci-kit-learn,Scilit-learn,scikit-learn (Pedregosa,ScikitLearn,scikits-learn,Scikit-Learn Package,scikit-learn33,scikit-Iearn,scikit-learn python,Sckit-learn,Scikit-Learn library,scitkit-learn,Scikit-learn toolbox,Python package scikit-learn,Scikit-learns,Scikit-Learn PCA,scikit-learn python package,Scikit-learn:,scikit-learn48,scikit-learn (sklearn),scikit-learn: machine learning in Python,scikit learn,SciKit-learn,Scitkit-learn,Scikit-Learn package,Scikitlearn,Scikit-learning,Scikit-Learn.PCA,sckit-learn",Python,"Shengli Shao,Lu Liu,Yufeng Zhao,Lei Mu,Qiyi Lu,Jichao Qin"
555,scikit-learn,10.7554/eLife.61277,"We used scikit-learn (Pedregosa, 2011) PCA (sklearn.decomposition.PCA) to identify the dominant axes of gene expression variation across the entire AHBA dataset, as well as for brain-specific genes","Scikit-learn (Machine,scikit-learn python library,Scikit_learn,scikit-learn2,Scikit-learn Package,scikit-learn Python package for,Scikit-learn library,scikit_learn,scikit-learn Developers,scikit-Learn,scikit-learn Python package,Scikit-Learn Python,Scikit-learn (Pedregosa,Scikit-Learn®,SCikit-learn,scikit-learn API,sciki-learn,scikit-learn8,scikit -learn,Scikit–Learn,scikit-learn R package,Scikit-learn Toolbox,scikit-learn CART,scikitslearn,Scitkit-Learn,Scikit-learn Python,Scikit–learn,Scikit-Learn24,SciKitLearn,scikit-learn Python Library,scikit.learn,scikit-learn Python package2223,SciKit learn,Python scikit-learn,Scikit‐Learn,scikit-learn,Scikit-learn31,Scikit-learn0,Scikits-learn,Scikit-Learn.FastICA,scikit-learn: machine learning in python,Scikit-learn Library,scikit-lear,Sciket-Learn,Scikit-learn,Python scikit-learn library,SciKit-Learn,scikit - learn,Python library scikit-learn,Sciket-learn,scikit-learn Python library package,Scikit-Learn/manifold,Scikit learn,Scikt-learn,Scikit Learn5,Scikit‐learn,scikit-learn Python,Scikit-learnv,scikitlearn,scikit‐learn,scikit-learning,Python scikit-learn package,2scikit-learn,scikit-learn package,Scikit-learn”,scikit-learn81,Scikit-learn Pedregosa,SCiKit-learn,scikit-learn Python library,Scikit-Learn Library,Scikit-lean,Scikit-Learn,scikit-learn estimator,scikit-learn Pedregosa,sci-kit-learn,Scikit-Scikit-learn,SciKit Learn,Scikit-learn python,SciKit-Learn library,scikit-learn10,scikit-learn-contrib,Python scikit-learn gridsearchCV,Scikit Learn,Scikit-learn package,scikit-learn library,scikit-learn22,scikit-multilearn,Scikit-Iearn,Scikits-Learn,scikit-learn library for Python,Scikit-learn29,Sci-kit-learn,Scilit-learn,scikit-learn (Pedregosa,ScikitLearn,scikits-learn,Scikit-Learn Package,scikit-learn33,scikit-Iearn,scikit-learn python,Sckit-learn,Scikit-Learn library,scitkit-learn,Scikit-learn toolbox,Python package scikit-learn,Scikit-learns,Scikit-Learn PCA,scikit-learn python package,Scikit-learn:,scikit-learn48,scikit-learn (sklearn),scikit-learn: machine learning in Python,scikit learn,SciKit-learn,Scitkit-learn,Scikit-Learn package,Scikitlearn,Scikit-learning,Scikit-Learn.PCA,sckit-learn",,"Richard Gao,Ruud L. van den Brink,Thomas Pfeffer,Bradley Voytek"
556,sets,10.1186/s12859-018-2557-8,"The NIPTeR package requires R 3.1.0 or higher, the stats and sets packages as available on CRAN, and the RSamtools and S4Vectors Bioconductor packages.","igaad,SETSM,template-activating factor i,set,taf-i,phapii,i-2pp2a,sets,SET,hla-dr-associated protein ii,inhibitor of granzyme a-activated dnase,esets,protein set,Set,phosphatase 2a inhibitor i2pp2a",R,"Lennart Johansson,Hendrik Weerd,Eddy N. de Boer,Freerk van Dijk,Gerard J. te Meerman,Rolf H. Sijmons,Birgit Sikkema‐Raddatz,Morris A. Swertz"
557,sfsmisc,10.1002/ece3.4406,"The f.robtest function in the sfsmisc package was used to compute robust F‐test and get p‐values (Maechler, 2017)","R package 'sfsmisc',Package sfsmisc,sfsmisc R-package,R/sfsmisc,R package sfsmisc,R package “sfsmisc,sfsmisc R,sfsmisc package",,"Mikhail Gopko,M. CHOWDHURY,Jouni Taskinen"
558,sfsmisc,10.1002/ece3.7054,"All the analyses were performed in the R programming software; version 3.4.4 (R Development Core Team, 2015) using the following packages: vegan 2.5.4 for computing species richness, diversity indices, taxonomic rarefaction curves, and environmental variables PCA scores (Oksanen et al., 2007); evolqg 0.2.6 for functional rarefaction curves (Melo et al., 2015); FD 1.0.12 for CWM analysis (Laliberté et al., 2014); sfsmisc 1.1‐3 for the trait kernel density analysis (Maechler et al., 2019); and cati 0.99.2 (Ta","R package 'sfsmisc',Package sfsmisc,sfsmisc R-package,R/sfsmisc,R package sfsmisc,R package “sfsmisc,sfsmisc R,sfsmisc package",R,"Mansi Mungee,R. Athreya"
559,sfsmisc,10.1371/journal.pone.0063274,"We performed all statistical analyses with the statistical software R version 2.14 using the car [54], lme4 [55], plspm [56], sfsmisc [57], and vegan [51] packages","R package 'sfsmisc',Package sfsmisc,sfsmisc R-package,R/sfsmisc,R package sfsmisc,R package “sfsmisc,sfsmisc R,sfsmisc package",R,"Eric K. Moody,John L. Sabo"
560,sfsmisc,10.3389/fnbeh.2019.00120,"To test for associations between peer victimization and depression symptoms and brain and behavioral responses, robust linear regressions were fit using an M estimator from the MASS package (Venables and Ripley, 2002), and a robust f-test (Wald test) computed using the sfsmisc package (Maechler, 2018)","R package 'sfsmisc',Package sfsmisc,sfsmisc R-package,R/sfsmisc,R package sfsmisc,R package “sfsmisc,sfsmisc R,sfsmisc package",,"Brent I. Rappaport,Laura Hennefield,Autumn Kujawa,Kodi B. Arfer,Danielle Kelly,Emily S. Kappenman,Joan L. Luby,Deanna M. Barch"
561,sfsmisc,10.7554/eLife.49458,"For each of the interaction effect clusters within the left medial temporal lobe for both PMN-targeted and PFC-targeted stimulation conditions, a robust linear model was built regressing the interaction effect for that cluster (retrieval task stimulation effect minus resting-state stimulation effect) and tSNR onto the stimulation effect on memory performance (post-stimulation minus post-sham) (R packages MASS and sfsmisc, RStudio 1.1.453).","R package 'sfsmisc',Package sfsmisc,sfsmisc R-package,R/sfsmisc,R package sfsmisc,R package “sfsmisc,sfsmisc R,sfsmisc package",R,"Kristen Warren,Molly S. Hermiller,Aneesha S. Nilakantan,Joel L. Voss"
562,shiny,10.1002/cam4.3350,"The “rms,” “survival,” “shiny,” “foreign,” “nricens,” and “time‐ROC” packages were used","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",,"Keying Che,Fangcen Liu,Nandie Wu,Qin Liu,Ling Yuan,Jia Wei"
563,shiny,10.1002/ece3.5412,"(Currently, this server is http://shinyapps.io via a subscription service paid by me.) Alternatively, for users with R, shiny, and learnPopGen installed locally, it is also possible to control the same functions via a web browser (but not over the Internet) by simply downloading the source code of the web applications from their GitHub page (http://github.com/liamrevell/PopGen.apps), and then executing the application source within Rstudio (Rstudio Team, 2015) or by using the shiny function runApp","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",R,Liam J. Revell
564,shiny,10.1038/s41598-020-76603-3,"To run the app, several freely available packages are required: shiny, ggplot2, magrittr, dplyr, ggrepel, shinycssloaders, DT, RCurl and readxl","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",,"Joachim Goedhart,Martijn S. Luijsterburg"
565,shiny,10.1093/gigascience/gix119,"Other requirements: tested with R packages shiny (1.0.5), shinythemes (1.1.1), shinyBS (0.61), RCurl (1.95.4.8), XML (3.98.1.9), stringr (1.2.0), plyr (1.8.4)","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",R,"Wen Yao,Guangwei Li,Yiming Yu,Yidan Ouyang"
566,shiny,10.1186/s12885-020-06756-x,"Interactive application was developed using R, a language and environment for statistical computing and the package “shiny” (R Foundation for Statistical Computing, Vienna, Austria).","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",R,"Jordan A. Mandel,Raghunandan Avula,Edward V. Prochownik"
567,shiny,10.1186/s12943-021-01405-8,The R shiny app was developed in R using the shiny (version 1.5.0) and visNetwork (version 2.0.9) packages.,"shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",R,"Salvatore Benfatto,Özdemirhan Serçin,Francesca R. Dejure,Amir Abdollahi,Frank T. Zenke,Balca R. Mardin"
568,shiny,10.1186/s13071-020-04114-1,"In order to map the specific diversity of the Obsoletus Group, the R software version 3.6.0 was used with the Leaflet version 2.0.2 and shiny packages version 1.4.0.","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",R,"Antoine Mignotte,Claire Garros,Laëtitia Gardès,Thomas Balenghien,Maxime Duhayon,Ignace Rakotoarivony,Laura Tabourin,Léa Poujol,Bruno Mathieu,Adolfo Ibáñez‐Justicia,Ahmet Deniz,Aleksandar Cvetkovikj,Bethan V. Purse,David W. Ramilo,Despoina Stougiou,Doreen Werner,Dubravka Pudar,Dušan Petrić,Eva Veronesi,Frans Jacobs,Helge Kampen,Isabel Pereira da Fonseca,Javier Lucientes,J. Nelson Navarro,Josué Martínez‐de la Puente,Jovana Stefanovska,Kate R. Searle,Khalid Khallaayoune,C. Lorna Culverwell,Magdalena Larska,Maria Bourquia,Maria Goffredo,Marina Bisia,Marion England,Matthew Robin,Michela Quaglia,Miguel Ángel Miranda Chueca,René Bødker,Rosa Estrada-Peña,Simon Carpenter,Simona Tchakarova,Sofia Boutsini,Ståle Sviland,Stefanie Schäfer,Zanda Ozoliņa,Zanda Segliņa,Zati Vatansever,Karine Huber"
569,shiny,10.12688/f1000research.4680.2,"Our solution is shinyMethyl, an interactive visualization package for 450k arrays, based on the packages minfi and shiny ","shinysky,shiny18,ShinyGEO,shinyBN,RShiny,ShinyApps,shinyGEO,shinystan,ShinySOM,shinyGPA,ShinyR,Shiny GAM,Shiny/R,ShinyGO,shiny.io,Shiny.r,Shiny R,Shiny Web,ShinyNANO,shinylogs,Shiny-app,glistening,Shiny-Seq,Shiny-R,ShinyGo,Shiny app,R-package shiny,Shiny-seq,shinyMA,ShinyGPA,shinyBS,Shiny27,glossy,ShinyNGS,ShinyAIM,ShinyGOv0,Shiny GUI,Shinyjs,Rshiny,shinyjs,shinyLi R,shinymeta,shinyngs,Shiny App,ShinyGPAS,shinyAce,shinyHTM,SHIN,shinyAE,SHINNY,ShinyStan,shiny,ShinyBN,shinyDAG,ShinyLi,ShinyGeo,Shinystan,SHINY R,ShinnyGO,ShinyJS,Shiny3,shinyFuse,ShinyApp,Shinymeta,shinyTree,SHINY app,ShinyIO,ShinyGO®,Shiny-GO,R-package ‘shiny’,shinyLi,shinyApp,shiny R,ShinyRGL,rshiny",,"Jean-Philippe Fortin,Elana J. Fertig,Kasper D. Hansen"
