id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
635,tandem,10.1128/genomeA.01271-17,"The obtained data were assembled de novo using the Hierarchical Genome Assembly Process (HGAP version 3.0) and annotated with Prodigal version 2.50 (2), tandem repeats finder software (3), tRNAscan-SE (4), and RNAmmer (5)","https://openalex.org/A5102367972,https://openalex.org/A5090327432,https://openalex.org/A5101754353,https://openalex.org/A5100370087","Pingping Sun,Jianchao Cui,Xiaohui Jia,Wenhui Wang",https://github.com/Benson-Genomics-Lab/TRF,JelenaDuric,,nan,,"xtandem,X1Tandem,X-Tandem,! Tandem,Tand,TandemTools,TandemUTR,TAnDem.Plus,TanDEM IDEM,TandemDupli,Xtandem!,!TANDEM,TandemQUAST,Tandem-R,rTANDEM,ETANDEM,ANDEM,Tandem-L,Tandem-X,TandemSmart,TANDEM51,x!Tandem,XTandem!,TANDEM-IRI,inTandem,Tandem2,E-tandem,X!Tandem,Tandem2XML,Tandem-HTRF,x!tandem,TandemSWAN,TanDEM-L,etandem,X!TANDEM,XTandem,X!tandem,eTandem,MCtandem,Tandem!,TAND,XTANDEM,TanDEM-X,XITandem,TandemQuery,Etandem,tandemMOAC,TandemHeart,Tandem Play,Tandemgenes,tandemquast,Xtandem,rtandem",,,,,
636,tandem,10.1186/s12864-015-2324-4,The identification of tandem repeat sequences was performed with the software tandem repeats finder [34] using the whole-genome sequence of all W,"https://openalex.org/A5012992219,https://openalex.org/A5042302781,https://openalex.org/A5008070489,https://openalex.org/A5024731771,https://openalex.org/A5102732178,https://openalex.org/A5001637517,https://openalex.org/A5090969979,https://openalex.org/A5090084750","Henrique César Pereira Figueiredo,Siomar de Castro Soares,Felipe Luiz Pereira,Fernanda Alves Dorella,Alex F. Carvalho,Júnia Pacheco Teixeira,Vasco Azevedo,Carlos Augusto Gomes Leal",https://github.com/Benson-Genomics-Lab/TRF,JelenaDuric,,nan,,"xtandem,X1Tandem,X-Tandem,! Tandem,Tand,TandemTools,TandemUTR,TAnDem.Plus,TanDEM IDEM,TandemDupli,Xtandem!,!TANDEM,TandemQUAST,Tandem-R,rTANDEM,ETANDEM,ANDEM,Tandem-L,Tandem-X,TandemSmart,TANDEM51,x!Tandem,XTandem!,TANDEM-IRI,inTandem,Tandem2,E-tandem,X!Tandem,Tandem2XML,Tandem-HTRF,x!tandem,TandemSWAN,TanDEM-L,etandem,X!TANDEM,XTandem,X!tandem,eTandem,MCtandem,Tandem!,TAND,XTANDEM,TanDEM-X,XITandem,TandemQuery,Etandem,tandemMOAC,TandemHeart,Tandem Play,Tandemgenes,tandemquast,Xtandem,rtandem",,,,,
637,tandem,10.1186/s12864-021-07626-x,"Furthermore, tandem repeat Finder version 4.07 [88], with default settings, was used to calculate tandem repeats in these cp genomes.","https://openalex.org/A5028337529,https://openalex.org/A5038072206,https://openalex.org/A5102837074,https://openalex.org/A5013739255,https://openalex.org/A5076140757","Abdul Latif Khan,Sajjad Asaf,Lubna Bilal,Ahmed Al‐Rawahi,Ahmed Al‐Harrasi",https://github.com/Benson-Genomics-Lab/TRF,JelenaDuric,,nan,,"xtandem,X1Tandem,X-Tandem,! Tandem,Tand,TandemTools,TandemUTR,TAnDem.Plus,TanDEM IDEM,TandemDupli,Xtandem!,!TANDEM,TandemQUAST,Tandem-R,rTANDEM,ETANDEM,ANDEM,Tandem-L,Tandem-X,TandemSmart,TANDEM51,x!Tandem,XTandem!,TANDEM-IRI,inTandem,Tandem2,E-tandem,X!Tandem,Tandem2XML,Tandem-HTRF,x!tandem,TandemSWAN,TanDEM-L,etandem,X!TANDEM,XTandem,X!tandem,eTandem,MCtandem,Tandem!,TAND,XTANDEM,TanDEM-X,XITandem,TandemQuery,Etandem,tandemMOAC,TandemHeart,Tandem Play,Tandemgenes,tandemquast,Xtandem,rtandem",,,,,
638,tensorflow,10.1001/jamanetworkopen.2021.6096,"Pydicom version 1.4.2, tensorflow, and opencv version 4.1.0 were used for image processing.","https://openalex.org/A5003141310,https://openalex.org/A5110762985,https://openalex.org/A5111661626,https://openalex.org/A5112502828,https://openalex.org/A5033333512,https://openalex.org/A5046132723","Alfred P. Yoon,Yi-Lun Lee,Robert L Kane,Chang-Fu Kuo,Chi‐Hung Lin,Kevin C. Chung","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
639,tensorflow,10.1002/advs.202004958,"The Keras version 2.3, a highly useful neural networks API, and the tensorflow‐gpu 1.15 version were adopted for a rapid parallel computing.","https://openalex.org/A5008581924,https://openalex.org/A5056121087,https://openalex.org/A5006688612","Haodong Xu,Peilin Jia,Zhongming Zhao","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
640,tensorflow,10.1002/mp.14415,"For all training and inference tasks, tensorflow and a DGX workstation with a 16‐GB NVIDIA V100 graphics processing unit was used.","https://openalex.org/A5090538273,https://openalex.org/A5008015416,https://openalex.org/A5031020692,https://openalex.org/A5080459908,https://openalex.org/A5024043125,https://openalex.org/A5090179091,https://openalex.org/A5038361086,https://openalex.org/A5058839299,https://openalex.org/A5038616193","Tucker Netherton,Dong Joo Rhee,Carlos Cárdenas,Caroline Chung,Ann H. Klopp,Christine B. Peterson,Rebecca M. Howell,Peter Balter,Laurence E. Court","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
641,tensorflow,10.1021/acsomega.1c00991,"Machine learning procedures were used/implemented with sklearn, tensorflow, and (for the GNN) pytorch-geometric, while the fingerprints were generated with Dscribe(54) and our own implementation of the PDDF","https://openalex.org/A5063246921,https://openalex.org/A5024700821","Felix Mayr,Alessio Gagliardi","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
642,tensorflow,10.1186/s12911-019-0991-9,"Data were analysed in R version 3.4.4 using the packages GLMnet, e1071, randomforest, pROC, ROCR, ggplot, and the neural network was run in python 2.7.12 with tensorflow 1.10.1 (Additional file 3)","https://openalex.org/A5061684613,https://openalex.org/A5112362492,https://openalex.org/A5040006647,https://openalex.org/A5088776968,https://openalex.org/A5021074167,https://openalex.org/A5034164760,https://openalex.org/A5068168518,https://openalex.org/A5033009437","Elizabeth Ford,Philip Rooney,Seb Oliver,Richard Hoile,Peter D. Hurley,Sube Banerjee,Harm van Marwijk,Jackie Cassell","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,Python,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
643,tensorflow,10.1186/s40537-020-00387-6,With tensorflow version 1.14.0 and python version 3.7.4,"https://openalex.org/A5007268638,https://openalex.org/A5017913629","Abeer Saleh,Talal Hamoud","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,Python,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
644,tensorflow,10.12688/f1000research.51117.1,"Most commonly, there was a description of machine-learning toolkits (Mallet, N = 12; Weka, N = 6; tensorflow, N = 5; scikit-learn, N = 3)","https://openalex.org/A5064259189,https://openalex.org/A5090539324,https://openalex.org/A5037094305,https://openalex.org/A5090183643,https://openalex.org/A5031195893","Lena Schmidt,Babatunde Kazeem Olorisade,Luke A. McGuinness,James Thomas,Julian P. T. Higgins","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
645,tensorflow,10.1371/journal.pcbi.1008918,(iii) The packages keras and tensorflow were applied to develop deep learning-based regression model.,"https://openalex.org/A5103180669,https://openalex.org/A5100338122,https://openalex.org/A5032953597,https://openalex.org/A5056217834,https://openalex.org/A5028809089","Kaiwen Shi,Tao Liu,Hanjiang Fu,Wuju Li,Xiaofei Zheng","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
